record_id,Latitude,Longitude,Crop Sowing Time,Crop Harvesting Time,Yield Level (t/ha),season_days,sow_year,imd_STATE,imd_District,imd_Dist_Code,imd_TEHSIL,imd_lat,imd_lon,imd_distance_km,imd_year,imd_year_annual_rainfall_mm,imd_year_annual_tmin_mean,imd_year_annual_tmax_mean,imd_year_annual_pr_std,imd_year_annual_tmin_std,imd_year_annual_tmax_std,imd_clim_annual_rainfall_mm,imd_clim_annual_tmin_mean,imd_clim_annual_tmax_mean,imd_clim_annual_pr_std,imd_clim_annual_tmin_std,imd_clim_annual_tmax_std,imd_year_yield_t_ha,imd_climate_yield_t_ha,imd_year_yield_error_t_ha,imd_climate_yield_error_t_ha
509,28.45137,79.50567,2012-07-06,2012-10-16,5.4,102.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,5.44,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.36,0.43
510,28.45318,79.50203,2012-07-07,2012-10-23,4.5,108.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,5.21,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.26,-0.47
511,28.45238,79.50098,2012-06-27,2012-10-22,4.8,117.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,5.3,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
512,28.45313,79.50015,2012-06-27,2012-10-17,5.0,112.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,5.21,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
513,28.45102,79.49845,2012-06-26,2012-10-22,4.5,118.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,5.45,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.26,-0.47
514,28.45335,79.49728,2012-06-27,2012-10-18,4.0,113.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,5.19,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
515,28.45562,79.49895,2012-06-24,2012-10-11,5.0,109.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,4.94,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
516,28.27515,79.32703,2012-07-17,2012-10-23,4.6,98.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.19,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.16,-0.37
517,28.2756,79.32565,2012-07-29,2012-10-17,5.0,80.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.22,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
518,28.2764,79.3233,2012-07-28,2012-10-23,5.0,87.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.28,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
519,28.27725,79.32212,2012-07-13,2012-10-26,5.5,105.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.27,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
520,28.27802,79.32033,2012-07-11,2012-10-30,4.5,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.3,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.26,-0.47
521,28.27828,79.31835,2012-07-20,2012-10-27,4.8,99.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.39,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
522,28.27868,79.31572,2012-07-19,2012-10-26,4.8,99.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.51,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
523,28.27533,79.31317,2012-07-16,2012-10-15,4.8,91.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.95,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
524,28.27893,79.31433,2012-07-17,2012-10-26,4.8,101.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.56,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
525,28.27375,79.32823,2012-07-19,2012-10-27,5.0,100.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.25,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
526,28.47525,79.81443,2012-07-12,2012-10-22,4.0,102.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.85,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
527,28.47607,79.81233,2012-07-10,2012-10-18,4.8,100.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.64,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
528,28.47685,79.81263,2012-07-08,2012-10-19,5.0,103.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.66,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
529,28.47733,79.81087,2012-07-12,2012-10-25,5.0,105.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.49,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
530,28.47703,79.8104,2012-07-16,2012-10-24,4.8,100.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.44,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
531,28.4721,79.80832,2012-07-21,2012-10-17,5.2,88.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.29,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.56,0.23
532,28.47183,79.80892,2012-07-07,2012-10-18,4.8,103.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.35,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
533,28.47038,79.8095,2012-07-07,2012-10-18,4.5,103.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.43,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.26,-0.47
534,28.47013,79.81,2012-07-13,2012-10-12,5.0,91.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.48,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
535,28.46985,79.81053,2012-07-08,2012-10-17,5.0,101.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,30.53,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
536,28.53233,80.01145,2012-07-10,2012-10-12,5.0,94.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.87,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.39,0.51
537,28.53198,80.01222,2012-06-30,2012-10-10,5.0,102.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.79,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.39,0.51
538,28.53325,80.01158,2012-07-10,2012-10-18,5.2,100.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.86,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.19,0.71
539,28.53402,80.01183,2012-07-07,2012-10-12,5.4,97.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.85,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,0.01,0.91
540,28.53515,80.01227,2012-07-01,2012-10-12,5.2,103.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.81,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.19,0.71
541,28.5366,80.01293,2012-07-03,2012-10-14,5.0,103.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.76,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.39,0.51
542,28.53718,80.01317,2012-07-07,2012-10-15,5.5,100.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.74,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,0.11,1.01
543,28.53868,80.01365,2012-07-05,2012-10-10,5.5,97.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.71,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,0.11,1.01
544,28.5412,80.0144,2012-07-05,2012-10-15,5.0,102.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.66,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.39,0.51
545,28.54163,80.0128,2012-07-22,2012-10-18,4.8,88.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,47.82,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.59,0.31
546,28.4416,80.17408,2012-07-06,2012-10-12,4.8,98.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.51,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.59,0.31
547,28.4411,80.17338,2012-07-12,2012-10-17,5.0,97.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.59,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.39,0.51
548,28.43995,80.1717,2012-07-17,2012-10-16,4.5,91.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.78,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.89,0.01
549,28.44045,80.17157,2012-07-05,2012-10-12,4.6,99.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.78,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.79,0.11
550,28.43905,80.17013,2012-07-05,2012-10-13,5.1,100.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.95,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.29,0.61
551,28.43867,80.17002,2012-07-08,2012-10-19,5.5,103.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.97,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,0.11,1.01
552,28.438,80.17203,2012-07-05,2012-10-21,5.0,108.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.79,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,-0.39,0.51
553,28.43608,80.17207,2012-07-03,2012-10-22,5.5,111.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.83,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,0.11,1.01
554,28.43157,80.17213,2012-07-09,2012-10-23,5.5,106.0,2012,UTTAR PRADESH,KHERI,D722,DHAURAHARA,28.5,80.5,32.94,2012,968.8179,17.3792,29.976,7.3255,1.5751,2.2531,1167.349,17.8547,29.8791,7.325510109289618,1.5751412568306011,2.253127595628415,5.39,4.49,0.11,1.01
555,28.61558,79.11825,2012-07-02,2012-10-20,3.2,110.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,39.44,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-2.56,-1.77
556,28.6153,79.1213,2012-06-30,2012-10-28,4.0,120.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,39.15,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
557,28.39505,79.11593,2012-07-03,2012-10-22,3.5,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,39.32,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-2.26,-1.47
558,28.6151,79.12342,2012-06-28,2012-10-19,3.0,113.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.94,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-2.76,-1.97
559,28.61503,79.12515,2012-07-05,2012-10-24,3.0,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.78,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-2.76,-1.97
560,28.61417,79.12595,2012-07-03,2012-10-28,3.6,117.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.68,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-2.16,-1.37
561,28.61492,79.1286,2012-07-01,2012-10-18,3.5,109.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.46,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-2.26,-1.47
562,28.61345,79.12908,2012-06-30,2012-10-15,4.5,107.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.36,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.26,-0.47
563,28.61122,79.1282,2012-07-03,2012-10-23,4.0,112.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.36,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
564,28.60913,79.1251,2012-06-28,2012-10-17,4.0,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,38.57,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
565,28.64852,79.0483,2012-07-07,2012-10-26,5.0,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.1,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
566,28.6478,79.0479,2012-06-28,2012-10-23,5.6,117.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.11,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.16,0.63
567,28.64782,79.04678,2012-07-08,2012-10-27,6.0,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.21,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,0.24,1.03
568,28.64987,79.04942,2012-06-27,2012-10-16,5.5,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.05,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
569,28.66565,79.05085,2012-07-03,2012-10-22,5.2,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.57,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.56,0.23
570,28.64875,79.0511,2012-07-02,2012-10-19,5.2,109.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,46.85,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.56,0.23
571,28.6512,79.04477,2012-07-01,2012-10-22,4.0,113.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.53,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
572,28.64803,79.05202,2012-07-07,2012-10-18,5.0,103.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,46.74,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
573,28.65352,79.04835,2012-06-27,2012-10-16,5.5,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.29,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
574,28.656,79.046,2012-07-04,2012-10-28,4.0,116.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,47.6,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
575,28.84948,79.2411,2012-06-26,2012-10-18,4.8,114.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,46.35,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.96,-0.17
576,28.8467,79.23995,2012-06-27,2012-10-18,4.4,113.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,46.15,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.36,-0.57
577,28.84505,79.23882,2012-07-01,2012-10-31,5.0,122.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,46.06,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
578,28.8437,79.23872,2012-07-03,2012-10-18,5.5,107.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,45.94,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
579,28.84222,79.23913,2012-07-05,2012-10-10,5.0,97.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,45.78,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
580,28.84172,79.24002,2012-07-06,2012-10-30,5.5,116.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,45.69,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
581,28.8409,79.24045,2012-06-30,2012-10-18,4.0,110.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,45.59,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-1.76,-0.97
582,28.8456,79.24058,2012-06-28,2012-10-17,5.5,111.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,46.01,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
583,28.84182,79.24165,2012-07-02,2012-10-18,5.0,108.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,45.61,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.76,0.03
584,28.84402,79.24113,2012-06-26,2012-10-11,5.5,107.0,2012,UTTAR PRADESH,BAREILLY,D691,AONLA,28.5,79.5,45.84,2012,878.3143,17.249,29.7518,4.795,1.6072,2.2651,707.1914,17.6125,29.6846,4.79496612021858,1.6071639344262294,2.265097267759563,5.76,4.97,-0.26,0.53
585,27.02523,77.82955,2012-07-22,2012-10-18,4.2,88.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,62.03,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,0.08,-0.04
586,27.02147,77.84225,2012-07-22,2012-10-18,4.5,88.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,63.05,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,0.38,0.26
587,27.00223,77.84063,2012-07-28,2012-10-25,4.5,89.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,64.79,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,0.38,0.26
588,27.95203,77.76325,2012-07-25,2012-10-22,4.0,89.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,56.55,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,-0.12,-0.24
589,27.95475,77.76367,2012-07-10,2012-10-22,3.6,104.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,56.84,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,-0.52,-0.64
590,27.956,77.76635,2012-07-28,2012-10-27,3.8,91.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,57.08,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,-0.32,-0.44
591,27.95835,77.76843,2012-07-22,2012-10-25,4.5,95.0,2012,UTTAR PRADESH,MATHURA,D728,CHHATA,27.5,77.5,57.41,2012,771.1353,18.8968,32.1078,4.4269,1.8345,2.4306,627.2124,18.8746,32.142,4.426866666666667,1.8345202185792349,2.4306407103825136,4.12,4.24,0.38,0.26
